name,address,lat,lng,matched_keyword
Tượng đài Mẹ Suốt,"2 Quách Xuân Kỳ, Đồng Hải",17.4654471,106.6270884,Khu du lịch
Hệ sinh thái nước mặn,"PF73+CF2, Xuân Lộc",17.713503,106.4536431,Khu du lịch
Bãi Đá Nhảy Lý Hòa,"MG67+H8P, QL1A, Thanh Trạch",17.6614671,106.5133172,Khu du lịch
Hang Hà Rục,"J6R6+HJ, Xuân Trạch",17.6414343,106.2116146,Khu du lịch
Bao Ninh Beach,"FJGP+2MJ, Bảo Xuân",17.4750814,106.6375239,Khu du lịch
BQL Khu kinh tế Quảng Bình,"117 Lý Thường Kiệt, Đồng Hải",17.4802707,106.6197586,Khu kinh tế
Ban Quản Lý Khu Kinh Tế Tỉnh Quảng Bình,"257 Lý Thường Kiệt, Phường Hải Thành",17.4821573,106.6142786,Khu kinh tế
Dự án Regal Legend Quảng Bình,"Đường Võ Nguyên Giáp, Bảo Ninh",17.4564427,106.6444125,Khu kinh tế
"Diệt mối Đồng Hới, Quảng Bình - CTY TNHH DV HÙNG NHÂN","16 Tôn Thất Tùng, Thành phố",17.4746945,106.5976264,Khu kinh tế
Regal Legend Quảng Bình,"FJ4W+X8V, Võ Nguyên Giáp, Bảo Ninh",17.4574738,106.6457929,Khu kinh tế
Bệnh viện Đa Khoa Khu Vực Bắc Quảng Bình,"QL 12, P. Quảng Thọ, 184 Quang Trung, Ba Đồn",17.7571343,106.4336827,Khu kinh tế
Quảng trường Hồ Chí Minh,Hải Đinh,17.4679906,106.6221448,Khu kinh tế
Công An Quảng Trị,"FJH4+8PG, Nguyễn Văn Linh, SOS",17.4783121,106.6068999,Khu kinh tế
Chi cục thuế Khu vực XI - tỉnh Quảng Bình,"FJ57+PWJ, Đường Phạm Văn Đồng, Đức Ninh Đông",17.4593288,106.614762,Khu kinh tế
Tháp Đồng hồ,"2 Nguyễn Du, Đồng Hải",17.4738322,106.6235952,Khu kinh tế
Nhà Đất Đại Luyến,"Thống Nhất, An Ninh",17.2970731,106.6648246,Khu kinh tế
Trường Trung cấp Công nghệ - Du lịch số 10,"193 Hữu Nghị, Nam Sách",17.4697163,106.609367,Khu kinh tế
tiểu khu 7,"tiểu khu 7, tt. Quán Hàu, Đồng Hới, Quảng Bình, Việt Nam",17.4015337,106.6298672,Khu kinh tế
Khe Giữa,"Khe Giữa, Ngân Thủy, Lệ Thủy, Quảng Bình, Việt Nam",17.1212318,106.5880565,Khu kinh tế
"Trung Tâm Cứu Hộ, Bảo Tồn Và Phát Triển Sinh Vật",Phong NHA,17.5982555,106.2948549,Khu nghiên cứu đào tạo
Hội vì sự phát triển của người khuyết tật tỉnh Quảng Bình - AEPD,"18A Quang Trung, Đồng Hải",17.4608224,106.6249236,Khu nghiên cứu đào tạo
Khu vui chơi điu đo,"696M+4Q5, Trường Sơn",17.210255,106.3844716,Khu thể dục thể thao
Trung tâm thể dục thể thao tp Đồng Hới,"FJ89+J28, Phường Hải Thịnh",17.4665371,106.6175877,Khu thể dục thể thao
Pickleball 525,"Gần khách sạn SAM, 47 Xuân Bồ, Thành phố",17.4704042,106.6052765,Khu thể dục thể thao
CỬA HÀNG THỂ THAO ĐỨC SPORT QB,Xuân Hồi,17.1858428,106.786087,Khu thể dục thể thao
Dolphin Center,Tân Nẫm,17.6287778,106.4269979,Khu thể dục thể thao
Trung Tâm Huấn Luyện - Thể Thao Công An Tỉnh Quảng Bình,"95, Hữu Nghị, Thành Phố Đồng Hới, Tỉnh Quảng Bình, Đồng Phú",17.4780824,106.604923,Khu thể dục thể thao
Trung Tâm Văn Hóa Tỉnh Quảng Trị,"đường Tôn Thất Thuyết, Phường Hải Thịnh",17.4636296,106.6157478,Khu thể dục thể thao
Trung tâm thể thao thế hệ mới,"6QCW+593, Liên Thuỷ",17.2188635,106.7962172,Khu thể dục thể thao
"Sở Văn hóa, Thể thao, và Du lịch Quảng Bình","2 Nguyễn Thị Minh Khai, Street",17.4694005,106.6219229,Khu thể dục thể thao
